client,purchase_date,product,price
Wesley Hensley,2022-08-6,Microwave oven,533
Jack Lopez,2022-08-17,Vacuum cleaner,276
Jack Lopez,2022-08-16,coffee machine,710
Jack Lopez,2022-08-30,Microwave oven,276
David Harvey,2022-08-19,Vacuum cleaner,626
David Harvey,2022-08-11,coffee machine,4057
Scott Dunlap,2022-08-30,Phone,1170
Scott Dunlap,2022-08-2,Microwave oven,433
Scott Dunlap,2022-08-17,Phone,1465
Debbie Morris,2022-08-18,Vacuum cleaner,204
Debbie Morris,2022-08-20,coffee machine,1340
Sonya Higgins,2022-08-8,Microwave oven,155
Sonya Higgins,2022-08-17,Microwave oven,304
Sonya Higgins,2022-08-15,Phone,1312
Shannon Sparks,2022-08-26,TV,2014
Shannon Sparks,2022-08-4,Laptop,2504
Chelsea Jimenez,2022-08-6,Laptop,1687
Chelsea Jimenez,2022-08-19,TV,2242
David Decker,2022-08-19,TV,1568
David Decker,2022-08-22,Laptop,996
Darryl Horn,2022-08-8,Vacuum cleaner,756
Darryl Horn,2022-08-2,Microwave oven,305
Mary Ortiz,2022-08-30,TV,1280
Mary Ortiz,2022-08-26,Microwave oven,571
Jessica Howard,2022-08-24,Laptop,1501
Jessica Howard,2022-08-7,TV,2129
Jessica Howard,2022-08-2,TV,740
Gilbert Hensley,2022-08-10,Phone,1364
Gilbert Hensley,2022-08-6,TV,1296
Billy Hill,2022-08-11,Vacuum cleaner,424
Chad Choi,2022-08-7,Laptop,3042
Chad Choi,2022-08-26,Vacuum cleaner,206
Karen Torres,2022-08-16,Vacuum cleaner,146
Karen Torres,2022-08-19,Phone,649
Molly Davis,2022-08-8,Laptop,609
Molly Davis,2022-08-27,TV,553
Virginia Lee,2022-08-18,Phone,1411
Frank Walters,2022-08-25,Microwave oven,190
Vanessa Strong,2022-08-29,Laptop,2032
Vanessa Strong,2022-08-12,Microwave oven,227
Vanessa Strong,2022-08-23,Laptop,3319
Kimberly Ruiz,2022-08-11,Microwave oven,388
Kimberly Ruiz,2022-08-9,Laptop,2632
Brian Deleon,2022-08-13,coffee machine,2866
Erika Bass,2022-08-29,TV,2430
Theodore Holt,2022-08-1,coffee machine,3006
Theodore Holt,2022-08-14,Laptop,2986
Theodore Holt,2022-08-24,Laptop,751
Alexis Oconnor,2022-08-8,coffee machine,375
Jacob Sanchez,2022-08-30,Laptop,750
Jacob Sanchez,2022-08-12,Microwave oven,369
Jacob Sanchez,2022-08-18,Phone,239
John Newton,2022-08-30,coffee machine,4249
Tracy Hill,2022-08-25,TV,1481
Tracy Hill,2022-08-26,Phone,643
Alexander Evans,2022-08-17,coffee machine,336
Alexander Evans,2022-08-1,coffee machine,4004
William Miller,2022-08-6,Phone,571
William Miller,2022-08-6,TV,1725
William Franco,2022-08-6,Phone,477
William Franco,2022-08-15,Vacuum cleaner,694
Diana Brady,2022-08-29,Microwave oven,575
Diana Brady,2022-08-15,Laptop,1889
Diana Brady,2022-08-8,Microwave oven,493
Casey Willis,2022-08-8,Vacuum cleaner,622
Casey Willis,2022-08-10,TV,1288
Robert Baker,2022-08-4,Vacuum cleaner,734
Robert Baker,2022-08-10,coffee machine,4425
James Torres,2022-08-11,Vacuum cleaner,654
James Torres,2022-08-10,Microwave oven,444
John Anderson,2022-08-11,Phone,586
John Anderson,2022-08-27,TV,1503
Joseph Koch,2022-08-17,coffee machine,2975
Joseph Koch,2022-08-11,Laptop,1143
Joseph Koch,2022-08-17,Microwave oven,354
Emily Weber,2022-08-1,Phone,538
Emily Weber,2022-08-15,TV,957
Emily Weber,2022-08-30,Vacuum cleaner,739
Catherine Mays,2022-08-27,TV,708
Catherine Mays,2022-08-9,Laptop,1844
Catherine Mays,2022-08-3,TV,839
Gregory Roberts,2022-08-7,Vacuum cleaner,643
Gregory Roberts,2022-08-12,TV,593
Gregory Roberts,2022-08-30,Microwave oven,511
Kyle Ball,2022-08-20,TV,2276
Jennifer Cunningham,2022-08-7,Vacuum cleaner,293
Jennifer Cunningham,2022-08-11,Vacuum cleaner,639
Jennifer Cunningham,2022-08-6,TV,1646
Maria House,2022-08-24,TV,570
Maria House,2022-08-25,TV,1459
Norma Stevens,2022-08-26,Vacuum cleaner,613
Norma Stevens,2022-08-24,Phone,250
Rebecca Suarez,2022-08-23,Vacuum cleaner,450
Rebecca Suarez,2022-08-15,coffee machine,1866
Amy Armstrong,2022-08-3,TV,1922
Amy Armstrong,2022-08-22,coffee machine,4201
Amy Armstrong,2022-08-3,Laptop,501
Kayla Thompson,2022-08-6,coffee machine,4670
Taylor Mcclure,2022-08-4,TV,1721
Taylor Mcclure,2022-08-26,coffee machine,2050
Rachel Ramsey,2022-08-17,Vacuum cleaner,213
Rachel Ramsey,2022-08-15,Phone,1040
Debra Atkinson,2022-08-1,Phone,174
Debra Atkinson,2022-08-2,coffee machine,376
Timothy Ortiz,2022-08-26,TV,851
Lisa Randolph,2022-08-18,coffee machine,1125
Nicholas Romero,2022-08-5,Vacuum cleaner,476
Nicholas Romero,2022-08-26,Laptop,1721
Nicholas Romero,2022-08-3,TV,2097
Tyler Reed,2022-08-30,TV,1639
Derek Rogers,2022-08-12,Microwave oven,243
Derek Rogers,2022-08-17,TV,1571
Derek Rogers,2022-08-18,Vacuum cleaner,319
Chad Miller,2022-08-8,Phone,469
Chad Miller,2022-08-24,coffee machine,195
Chad Miller,2022-08-1,coffee machine,4983
Eric Lambert,2022-08-6,Vacuum cleaner,756
Eric Lambert,2022-08-27,Vacuum cleaner,408
Eric Lambert,2022-08-22,Laptop,2826
Katelyn Ward,2022-08-3,TV,1793
Sheila Briggs,2022-08-13,Phone,900
Sheila Briggs,2022-08-12,Laptop,1522
Sheila Briggs,2022-08-23,Vacuum cleaner,138
William Krueger,2022-08-3,TV,1759
William Krueger,2022-08-14,Microwave oven,182
William Krueger,2022-08-15,Vacuum cleaner,263
Ashley Merritt,2022-08-19,Laptop,3260
Richard Cox,2022-08-28,Vacuum cleaner,659
Justin Conway,2022-08-21,TV,723
Justin Conway,2022-08-21,Vacuum cleaner,570
Timothy Hoffman,2022-08-26,Laptop,1251
Timothy Hoffman,2022-08-15,Laptop,2104
Timothy Hoffman,2022-08-23,coffee machine,4945
Nicholas Foster,2022-08-19,Laptop,2932
Sandra Lane,2022-08-29,Phone,811
Sandra Lane,2022-08-15,coffee machine,1155
Sandra Lane,2022-08-17,Microwave oven,220
Nicole Brewer,2022-08-7,coffee machine,4676
Emma Williams,2022-08-25,TV,1297
Robert Barton,2022-08-22,Phone,602
Robert Barton,2022-08-13,Laptop,1647
Robert Barton,2022-08-21,TV,1646
Derrick Thomas,2022-08-4,Vacuum cleaner,569
Derrick Thomas,2022-08-27,TV,2183
Leah Conner,2022-08-11,Microwave oven,494
Leah Conner,2022-08-22,TV,1388
Jackie Rollins,2022-08-7,Microwave oven,545
Jeffrey Mathis,2022-08-21,TV,1369
Trevor Taylor,2022-08-7,Microwave oven,215
Trevor Taylor,2022-08-5,TV,2348
Trevor Taylor,2022-08-12,coffee machine,1078
Jeffrey Price,2022-08-17,Vacuum cleaner,380
Theodore Cobb,2022-08-18,Microwave oven,494
Theodore Cobb,2022-08-19,Microwave oven,104
Theodore Cobb,2022-08-28,Phone,1477
Ashley Villa,2022-08-5,Microwave oven,225
Ashley Villa,2022-08-7,Microwave oven,262
Charles Barajas,2022-08-27,Laptop,1420
Elizabeth Hampton,2022-08-20,Phone,752
Elizabeth Hampton,2022-08-18,Microwave oven,161
Debra Baker,2022-08-21,TV,1814
Debra Baker,2022-08-24,TV,1211
Debra Baker,2022-08-13,Microwave oven,205
Erin Murray,2022-08-29,Laptop,1597
Jesse Spencer,2022-08-9,coffee machine,1469
Jesse Spencer,2022-08-29,Phone,616
Christine Boyle,2022-08-27,coffee machine,4206
Christine Boyle,2022-08-21,Phone,1356
Christina Gibbs,2022-08-27,TV,963
Christina Gibbs,2022-08-25,coffee machine,3926
Christina Gibbs,2022-08-6,Laptop,3375
Kara Medina,2022-08-15,Microwave oven,481
Kara Medina,2022-08-14,Laptop,667
John Ramos,2022-08-18,coffee machine,2477
John Ramos,2022-08-6,Laptop,1628
John Ramos,2022-08-25,Phone,1231
Zachary Parks,2022-08-21,Vacuum cleaner,191
Zachary Parks,2022-08-10,Laptop,3188
Shelby Murphy,2022-08-17,Laptop,2337
Shelby Murphy,2022-08-12,TV,576
Jeremiah Brown,2022-08-24,Vacuum cleaner,495
Jeremiah Brown,2022-08-1,Laptop,1006
Tiffany Diaz,2022-08-23,TV,1526
Timothy Evans,2022-08-3,Microwave oven,351
Timothy Evans,2022-08-9,coffee machine,800
Timothy Evans,2022-08-18,Laptop,1743
Deborah Gomez,2022-08-6,coffee machine,683
Deborah Gomez,2022-08-30,Laptop,3167
Michael Richard,2022-08-24,Laptop,1059
Michael Richard,2022-08-1,Microwave oven,277
Michael Richard,2022-08-24,Phone,1071
Kenneth Wilcox,2022-08-24,Vacuum cleaner,321
Lisa Anderson,2022-08-7,Laptop,2591
Lisa Anderson,2022-08-1,TV,524
Lisa Anderson,2022-08-27,coffee machine,4605
Vincent Nielsen,2022-08-29,TV,1010
John Taylor,2022-08-7,Phone,1081
John Taylor,2022-08-7,Microwave oven,474
John Taylor,2022-08-13,Phone,785
Jennifer Carney,2022-08-29,TV,2097
Jennifer Carney,2022-08-24,TV,1550
Jennifer Carney,2022-08-13,Laptop,3257
David Gallagher,2022-08-2,coffee machine,4524
Megan Johnson,2022-08-24,Phone,427
Sara Green,2022-08-18,Microwave oven,434
Sara Green,2022-08-13,Vacuum cleaner,611
Sara Green,2022-08-29,Laptop,800
Kelly Barnett,2022-08-29,Laptop,3499
Kelly Barnett,2022-08-30,Laptop,695
Kelly Barnett,2022-08-24,Microwave oven,290
Benjamin Perez,2022-08-13,TV,2020
Benjamin Perez,2022-08-2,TV,1302
Benjamin Perez,2022-08-29,Vacuum cleaner,652
Jenna Fox,2022-08-1,coffee machine,441
Jenna Fox,2022-08-13,Phone,375
Jenna Fox,2022-08-24,Vacuum cleaner,482
Miguel Barrett,2022-08-4,TV,2199
Miguel Barrett,2022-08-14,coffee machine,1471
Miguel Barrett,2022-08-3,TV,1959
Maria Taylor,2022-08-26,TV,2241
Maria Taylor,2022-08-12,Vacuum cleaner,658
Maria Taylor,2022-08-13,Microwave oven,124
Jessica Morgan,2022-08-8,Laptop,1107
Jessica Morgan,2022-08-2,Phone,1204
Jack Ellison,2022-08-14,TV,562
Jack Ellison,2022-08-14,Vacuum cleaner,529
Rebekah Benson,2022-08-11,Microwave oven,508
Rebekah Benson,2022-08-23,coffee machine,2344
Rebekah Benson,2022-08-9,Laptop,1694
Taylor Garner,2022-08-26,Phone,1270
John Mccormick,2022-08-4,Vacuum cleaner,352
Lawrence Brown,2022-08-21,coffee machine,1933
Claire Santos,2022-08-10,TV,1300
Claire Santos,2022-08-10,Phone,1069
Elizabeth Evans,2022-08-7,TV,1677
Katherine Campbell,2022-08-19,Microwave oven,100
David Yang,2022-08-17,Laptop,2491
David Yang,2022-08-22,Phone,927
David Yang,2022-08-23,Vacuum cleaner,101
Vickie Johnson,2022-08-7,Vacuum cleaner,86
Vickie Johnson,2022-08-2,Laptop,3357
Jeremy Williams,2022-08-17,Phone,1304
Jeremy Williams,2022-08-7,Phone,623
Debra Hughes,2022-08-24,Vacuum cleaner,393
Patrick Pham,2022-08-17,TV,1532
Patrick Pham,2022-08-19,Laptop,549
Justin Jones,2022-08-5,Laptop,1039
Justin Jones,2022-08-14,Vacuum cleaner,612
Justin Jones,2022-08-21,Microwave oven,393
Michael Price,2022-08-5,Laptop,3064
Michael Price,2022-08-28,Phone,1010
Michael Price,2022-08-23,TV,925
Madeline Williams,2022-08-6,TV,612
Donna Berger,2022-08-11,Vacuum cleaner,624
Donna Berger,2022-08-25,coffee machine,3423
Donna Berger,2022-08-23,Vacuum cleaner,572
Paula Gaines,2022-08-1,TV,2074
Lisa Schultz,2022-08-13,Vacuum cleaner,246
Lisa Schultz,2022-08-27,Vacuum cleaner,276
James Stephens,2022-08-20,Phone,930
James Stephens,2022-08-28,coffee machine,1849
James Stephens,2022-08-2,Microwave oven,370
Daniel Shannon,2022-08-19,coffee machine,3262
Daniel Shannon,2022-08-18,Vacuum cleaner,414
Daniel Shannon,2022-08-13,coffee machine,983
Kathryn Johnson,2022-08-3,Laptop,872
Kathryn Johnson,2022-08-22,Vacuum cleaner,116
Kathryn Johnson,2022-08-7,Microwave oven,490
Samuel Adkins,2022-08-12,coffee machine,1713
Kathy Ward,2022-08-16,Vacuum cleaner,479
Kathy Ward,2022-08-20,Phone,702
Kathy Ward,2022-08-2,coffee machine,2836
Christopher Jackson,2022-08-28,TV,2048
Manuel Ferrell,2022-08-16,Vacuum cleaner,472
Bryan Brooks,2022-08-4,TV,2358
Carrie Garza,2022-08-12,Phone,1175
Elizabeth Montoya,2022-08-2,Laptop,1660
Richard Eaton,2022-08-10,Phone,859
Richard Eaton,2022-08-4,coffee machine,1412
Daniel Rangel,2022-08-7,Microwave oven,156
Daniel Rangel,2022-08-4,Laptop,1630
Daniel Rangel,2022-08-29,Vacuum cleaner,457
Joe Huber,2022-08-2,Microwave oven,407
Joe Huber,2022-08-4,Phone,435
Joe Huber,2022-08-12,coffee machine,962
Ashley Delgado,2022-08-13,Vacuum cleaner,741
Ashley Delgado,2022-08-26,Phone,947
Jessica Acosta,2022-08-7,Vacuum cleaner,718
Christine Austin,2022-08-12,TV,716
James Kelly,2022-08-18,Laptop,3310
Patricia Reyes,2022-08-9,Phone,439
Brett Reid,2022-08-25,TV,1333
Carrie Gregory,2022-08-13,TV,567
Carrie Gregory,2022-08-24,Laptop,945
Carrie Gregory,2022-08-23,Vacuum cleaner,332
Andrew Nunez,2022-08-29,Vacuum cleaner,591
Andrew Nunez,2022-08-20,Phone,1270
Ricky Young,2022-08-14,coffee machine,1683
Ricky Young,2022-08-1,Phone,616
Ricky Young,2022-08-29,Phone,270
Gregory Chang,2022-08-22,coffee machine,373
Richard Lin,2022-08-4,TV,544
Richard Lin,2022-08-26,Microwave oven,559
Chad Foster,2022-08-6,Laptop,1616
Chad Foster,2022-08-17,Laptop,2278
Chad Foster,2022-08-27,coffee machine,4668
William Griffin,2022-08-9,Phone,1427
William Griffin,2022-08-7,Microwave oven,522
Nicole Ramirez,2022-08-18,Vacuum cleaner,764
Nicole Ramirez,2022-08-5,coffee machine,4068
Nicole Ramirez,2022-08-29,Microwave oven,535
Thomas York,2022-08-20,Laptop,2137
Thomas York,2022-08-17,Vacuum cleaner,365
Thomas York,2022-08-13,TV,2128
John Evans,2022-08-17,coffee machine,209
Heather Bird,2022-08-17,Vacuum cleaner,376
Barbara Ellis,2022-08-21,coffee machine,2707
Barbara Ellis,2022-08-26,TV,1481
Jonathan Carter,2022-08-9,Vacuum cleaner,353
Jonathan Carter,2022-08-2,Phone,680
Jonathan Carter,2022-08-27,Phone,879
Marie Morrow,2022-08-9,Phone,1194
Marie Morrow,2022-08-16,coffee machine,2039
Marie Morrow,2022-08-9,Laptop,788
Cheryl Berry,2022-08-7,Vacuum cleaner,113
Thomas Barnes,2022-08-20,Phone,713
Thomas Barnes,2022-08-3,Phone,942
Thomas Barnes,2022-08-30,TV,1212
Amanda Cohen,2022-08-27,Vacuum cleaner,387
Amanda Cohen,2022-08-18,Vacuum cleaner,360
Amanda Cohen,2022-08-17,Laptop,2601
Connie Fisher,2022-08-2,Laptop,1847
James Silva,2022-08-29,coffee machine,585
Jessica Mccullough,2022-08-16,Phone,1476
Jessica Mccullough,2022-08-23,Vacuum cleaner,679
Jessica Mccullough,2022-08-26,Vacuum cleaner,786
Rachel Ballard,2022-08-10,Laptop,1483
Gabriel Carson,2022-08-5,TV,1428
Gabriel Carson,2022-08-24,Phone,771
James Campbell,2022-08-13,TV,792
James Campbell,2022-08-15,Vacuum cleaner,170
James Campbell,2022-08-16,Laptop,2583
Stephanie White,2022-08-17,Phone,1148
Stephanie White,2022-08-18,Phone,1243
Erin Ryan,2022-08-11,Microwave oven,165
Erin Ryan,2022-08-21,Microwave oven,341
Kevin Stevens,2022-08-17,coffee machine,4768
Brandon Trujillo,2022-08-8,coffee machine,1483
Brandon Trujillo,2022-08-28,coffee machine,2259
Denise Quinn,2022-08-18,Vacuum cleaner,570
Denise Quinn,2022-08-29,TV,1167
Denise Quinn,2022-08-23,Microwave oven,207
Kathy Phillips,2022-08-25,Microwave oven,157
Judith Mclean,2022-08-26,Microwave oven,500
Judith Mclean,2022-08-16,coffee machine,4603
John Hernandez,2022-08-19,Vacuum cleaner,725
Christina Weaver,2022-08-28,Vacuum cleaner,421
Jessica Perez,2022-08-27,coffee machine,2314
Jessica Perez,2022-08-10,Phone,163
David Rogers,2022-08-14,Vacuum cleaner,336
David Rogers,2022-08-26,coffee machine,795
David Rogers,2022-08-30,Phone,1417
Joseph Lambert,2022-08-3,TV,1104
Joseph Lambert,2022-08-1,Laptop,2700
Olivia White,2022-08-29,Laptop,1437
Jennifer Jennings,2022-08-2,Phone,996
Jennifer Jennings,2022-08-11,Vacuum cleaner,140
Steven Cardenas,2022-08-25,coffee machine,4991
Steven Cardenas,2022-08-2,Laptop,2914
Steven Cardenas,2022-08-11,coffee machine,1215
Jeffrey Boyer,2022-08-27,TV,700
Jeffrey Boyer,2022-08-4,Microwave oven,356
Caitlyn Clark,2022-08-19,Laptop,1004
Jeffrey Carpenter,2022-08-17,coffee machine,1314
Peter Hester,2022-08-8,coffee machine,3524
Peter Hester,2022-08-29,Laptop,2954
Peter Hester,2022-08-21,Phone,727
Kristen Russell,2022-08-18,Microwave oven,349
Kristen Russell,2022-08-12,TV,747
Jennifer Robbins,2022-08-14,Laptop,1155
Jennifer Robbins,2022-08-11,Laptop,1395
Gary Barrett,2022-08-27,TV,1694
Gary Barrett,2022-08-13,Phone,790
Gary Barrett,2022-08-5,Phone,1489
Margaret Keith,2022-08-3,Vacuum cleaner,102
Margaret Keith,2022-08-17,Microwave oven,112
Samantha Cooper,2022-08-1,TV,1413
Samantha Cooper,2022-08-19,coffee machine,4019
Samantha Cooper,2022-08-5,Phone,292
Jennifer Oliver,2022-08-17,Vacuum cleaner,210
Jennifer Oliver,2022-08-14,coffee machine,2453
Tammy Daniel,2022-08-25,Laptop,3131
Emily Jones,2022-08-11,Laptop,3464
Emily Jones,2022-08-9,Vacuum cleaner,546
James Romero,2022-08-4,TV,1913
April Salas,2022-08-26,TV,2430
April Salas,2022-08-17,TV,748
April Salas,2022-08-28,Phone,578
Christina Sanchez,2022-08-11,Phone,832
Christina Sanchez,2022-08-10,Laptop,1472
Ashley Richardson,2022-08-18,coffee machine,4770
Ashley Richardson,2022-08-19,Phone,1448
Micheal Humphrey,2022-08-22,coffee machine,4322
Micheal Humphrey,2022-08-11,Laptop,3122
Micheal Humphrey,2022-08-25,Phone,1276
Mary Sims,2022-08-27,Phone,977
Mary Sims,2022-08-1,TV,2489
April Turner,2022-08-29,Microwave oven,479
April Turner,2022-08-13,Microwave oven,181
Larry Warren,2022-08-9,TV,734
Larry Warren,2022-08-19,Phone,1242
Larry Warren,2022-08-17,coffee machine,2435
Karen Conley,2022-08-7,TV,2336
Karen Conley,2022-08-8,Laptop,1149
Laura Cruz,2022-08-16,TV,1028
Laura Cruz,2022-08-23,Phone,1295
Harold Lewis,2022-08-29,coffee machine,1613
Patty Tanner,2022-08-19,Laptop,1175
Patty Tanner,2022-08-3,Laptop,1335
Jared Lewis,2022-08-23,Laptop,2277
John Reid,2022-08-30,TV,1907
Vanessa Sanchez,2022-08-8,coffee machine,4330
Vanessa Sanchez,2022-08-24,Microwave oven,195
Vanessa Sanchez,2022-08-13,coffee machine,4634
Carolyn Moore,2022-08-18,coffee machine,1873
Sherri Rogers,2022-08-18,Microwave oven,208
Sherri Rogers,2022-08-30,Vacuum cleaner,411
Sherri Rogers,2022-08-28,coffee machine,1823
Melissa Collins,2022-08-8,Laptop,2801
Michelle Hunt,2022-08-12,Phone,1068
Michelle Hunt,2022-08-23,coffee machine,2187
Susan Kelley,2022-08-29,TV,634
Patricia Stewart,2022-08-20,Microwave oven,580
Patricia Stewart,2022-08-11,Vacuum cleaner,458
Victoria Thompson,2022-08-12,TV,1318
Vincent Young,2022-08-15,Microwave oven,214
Leon Bowen,2022-08-6,coffee machine,168
Rachel Jones,2022-08-1,Microwave oven,524
Jason Kelly,2022-08-6,Microwave oven,252
Mario Fox,2022-08-15,Laptop,2597
Mario Fox,2022-08-22,Laptop,2744
Jill Williams,2022-08-12,Phone,245
Victor Glover,2022-08-7,Laptop,2201
Victor Glover,2022-08-27,Phone,729
Jessica Morton,2022-08-19,Microwave oven,525
Jessica Morton,2022-08-29,TV,2029
Heather Moore,2022-08-1,coffee machine,151
Heather Moore,2022-08-16,Vacuum cleaner,133
Karen Schneider,2022-08-9,coffee machine,4618
Karen Schneider,2022-08-7,Laptop,1823
Sherri Hart,2022-08-7,Vacuum cleaner,148
Sherri Hart,2022-08-27,Phone,1277
Sherri Hart,2022-08-25,Phone,617
Troy Obrien,2022-08-15,Microwave oven,181
Adrian Nguyen,2022-08-22,Microwave oven,125
Amy Quinn,2022-08-1,TV,1789
Amy Quinn,2022-08-12,TV,890
Amy Quinn,2022-08-17,Laptop,1851
Bob Wyatt,2022-08-6,Vacuum cleaner,308
Caitlin Cardenas,2022-08-28,Phone,1113
Stephanie Martin,2022-08-20,TV,887
Stephanie Martin,2022-08-3,Vacuum cleaner,510
Stephanie Martin,2022-08-30,TV,2479
Tara Lewis,2022-08-27,TV,536
Tara Lewis,2022-08-2,Vacuum cleaner,251
Paul Morales,2022-08-11,Phone,1163
Paul Morales,2022-08-14,Laptop,2434
Paul Morales,2022-08-5,TV,686
Kent Holloway,2022-08-28,Laptop,3031
Kent Holloway,2022-08-3,Laptop,2479
Joseph Schmidt,2022-08-13,TV,1409
Joseph Schmidt,2022-08-15,Microwave oven,501
Angela Hall,2022-08-13,Laptop,3184
Angela Hall,2022-08-8,Microwave oven,448
Angela Hall,2022-08-11,Laptop,661
Albert Gray,2022-08-30,Phone,241
Lori Morris,2022-08-16,coffee machine,338
Jose Benitez,2022-08-18,Microwave oven,514
Brian Ramirez,2022-08-10,Vacuum cleaner,572
Brian Ramirez,2022-08-13,Microwave oven,219
Kathryn Peterson,2022-08-14,TV,2422
Kathryn Peterson,2022-08-17,coffee machine,3955
Trevor Fisher,2022-08-8,TV,865
Trevor Fisher,2022-08-23,Vacuum cleaner,450
Patrick Kirby,2022-08-1,TV,2211
Patrick Kirby,2022-08-21,Laptop,3411
Patrick Kirby,2022-08-13,Laptop,2690
Theodore Briggs,2022-08-6,Microwave oven,403
Christine Jackson,2022-08-16,TV,2405
Christine Jackson,2022-08-29,Vacuum cleaner,397
Christine Jackson,2022-08-16,Laptop,504
Lindsey Chandler,2022-08-21,TV,763
Lindsey Chandler,2022-08-23,Laptop,1215
Michelle Carson,2022-08-25,Vacuum cleaner,375
Michelle Carson,2022-08-21,Phone,167
Michelle Carson,2022-08-13,coffee machine,4749
Alexandra Murphy,2022-08-18,TV,702
Leah Schaefer,2022-08-8,Vacuum cleaner,323
Amanda Thompson,2022-08-24,TV,1475
Amanda Thompson,2022-08-24,Microwave oven,477
John Moore,2022-08-6,coffee machine,2283
John Moore,2022-08-15,TV,2077
John Moore,2022-08-24,Vacuum cleaner,356
Elizabeth Cain,2022-08-11,Laptop,2758
Barbara Zamora,2022-08-4,Vacuum cleaner,294
Barbara Zamora,2022-08-16,Laptop,1306
Reginald Vaughn,2022-08-24,Phone,377
Melissa Flores,2022-08-13,Microwave oven,203
Tiffany Phillips,2022-08-23,Microwave oven,557
Stephanie Love,2022-08-5,Vacuum cleaner,791
Stephanie Love,2022-08-8,TV,1886
Jody Clark,2022-08-25,Microwave oven,430
Jody Clark,2022-08-23,Phone,927
Jenny Hanna,2022-08-27,TV,633
Jenny Hanna,2022-08-2,Laptop,2074
Jenny Hanna,2022-08-16,Laptop,2304
Harold Marshall,2022-08-12,Laptop,998
Harold Marshall,2022-08-22,coffee machine,1717
Christopher Carter,2022-08-4,coffee machine,2532
Christopher Carter,2022-08-10,Laptop,882
Destiny Hernandez,2022-08-29,Phone,638
Destiny Hernandez,2022-08-6,Microwave oven,103
Destiny Hernandez,2022-08-20,Vacuum cleaner,289
Destiny Peterson,2022-08-21,Laptop,1909
Destiny Peterson,2022-08-15,Vacuum cleaner,675
George Smith,2022-08-6,Phone,291
Dustin Williams,2022-08-27,coffee machine,247
Dustin Williams,2022-08-21,Phone,631
Dustin Williams,2022-08-1,Phone,646
Scott Crosby,2022-08-16,Microwave oven,238
Scott Crosby,2022-08-11,Microwave oven,250
Scott Crosby,2022-08-20,TV,1838
Tim Ward,2022-08-11,Phone,703
Melissa Osborne,2022-08-28,Microwave oven,547
Melissa Osborne,2022-08-7,TV,2236
Heather Fox,2022-08-19,Laptop,3471
Heather Fox,2022-08-1,TV,1225
Joyce Young,2022-08-16,Phone,1464
Joyce Young,2022-08-3,Laptop,3133
Joyce Young,2022-08-21,Laptop,795
Jennifer Singh,2022-08-18,coffee machine,1229
Jennifer Singh,2022-08-6,Laptop,2212
Joyce Watson,2022-08-5,Phone,1110
Joyce Watson,2022-08-2,Vacuum cleaner,499
Joyce Watson,2022-08-2,TV,1450
Kyle Young,2022-08-16,Laptop,2581
Jessica Bryant,2022-08-26,Laptop,2157
Jessica Bryant,2022-08-19,coffee machine,4346
Jessica Bryant,2022-08-13,Laptop,2574
Tyler Holland,2022-08-27,Phone,1183
Matthew Barnes,2022-08-13,Laptop,558
Matthew Barnes,2022-08-8,coffee machine,1449
Jeremy Roy,2022-08-22,Microwave oven,485
Jeremy Roy,2022-08-10,coffee machine,769
Martha Clark,2022-08-15,TV,1480
Martha Clark,2022-08-19,coffee machine,2175
Russell Turner,2022-08-2,Vacuum cleaner,258
Russell Turner,2022-08-19,coffee machine,1987
Russell Turner,2022-08-28,coffee machine,3597
Matthew Rice,2022-08-28,Phone,247
Allison Mendoza,2022-08-20,Phone,419
Allison Mendoza,2022-08-28,Phone,496
Justin Young,2022-08-15,Phone,679
Stephanie Johnson,2022-08-24,coffee machine,3438
Stephanie Johnson,2022-08-6,Vacuum cleaner,366
Sydney Fleming,2022-08-20,TV,2048
Sydney Fleming,2022-08-12,TV,733
Martin Brown,2022-08-18,coffee machine,4195
Matthew Maldonado,2022-08-24,TV,635
Matthew Maldonado,2022-08-7,Microwave oven,398
Matthew Maldonado,2022-08-21,coffee machine,2914
Maria Robinson,2022-08-3,Phone,1493
Brittany Davenport,2022-08-27,Phone,178
Brittany Davenport,2022-08-24,coffee machine,371
Brittany Davenport,2022-08-25,Laptop,2508
Felicia Turner,2022-08-7,Microwave oven,568
Joshua Gregory,2022-08-6,coffee machine,3872
Joshua Gregory,2022-08-8,TV,1937
Joshua Gregory,2022-08-10,Vacuum cleaner,703
Thomas Deleon,2022-08-3,coffee machine,3906
Thomas Deleon,2022-08-14,coffee machine,4719
Raymond Stevenson,2022-08-20,TV,723
Sean Torres,2022-08-26,Vacuum cleaner,664
Sean Torres,2022-08-15,Laptop,748
Christopher Salazar,2022-08-14,Microwave oven,279
Christopher Salazar,2022-08-23,Phone,321
Christopher Salazar,2022-08-26,Vacuum cleaner,364
Thomas Harris,2022-08-24,Vacuum cleaner,669
Thomas Harris,2022-08-25,Phone,1324
Peter Franklin,2022-08-12,Microwave oven,473
Peter Franklin,2022-08-28,Laptop,2264
Peter Franklin,2022-08-28,Phone,722
Joseph Flores,2022-08-15,Laptop,1095
Joseph Flores,2022-08-3,Microwave oven,371
Samantha Powell,2022-08-3,Laptop,2853
Samantha Powell,2022-08-15,Phone,267
Anna Williams,2022-08-28,coffee machine,1716
Anna Williams,2022-08-17,coffee machine,1909
Veronica David,2022-08-7,Phone,1106
